<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.09.01	07:10:00	23954.30	23957.30	23951.30	23952.30	23	0	180
2025.09.01	07:15:00	23952.30	23953.90	23948.90	23950.50	20	0	180
2025.09.01	07:20:00	23949.90	23955.50	23949.90	23955.50	15	0	260
2025.09.01	07:25:00	23955.50	23957.30	23955.30	23956.30	17	0	180
2025.09.01	07:30:00	23956.30	23956.30	23948.30	23950.50	38	0	180
2025.09.01	07:35:00	23950.50	23952.90	23946.90	23950.90	42	0	180
2025.09.01	07:40:00	23950.90	23955.90	23949.90	23954.30	20	0	180
2025.09.01	07:45:00	23954.90	23963.90	23954.30	23963.50	22	0	180
2025.09.01	07:50:00	23963.50	23968.90	23961.80	23965.50	16	0	260
2025.09.01	07:55:00	23966.80	23966.80	23962.50	23962.50	8	0	260
2025.09.01	08:00:00	23962.50	23962.50	23950.50	23960.90	28	0	180
2025.09.01	08:05:00	23959.90	23960.50	23950.50	23950.90	26	0	260
2025.09.01	08:10:00	23947.80	23956.50	23944.50	23955.30	26	0	180
2025.09.01	08:15:00	23955.30	23961.90	23954.50	23955.50	22	0	180
2025.09.01	08:20:00	23956.90	23957.80	23956.50	23957.50	8	0	260
2025.09.01	08:25:00	23957.50	23959.30	23955.90	23958.30	22	0	180
2025.09.01	08:30:00	23958.30	23971.30	23955.30	23971.30	34	0	180
2025.09.01	08:35:00	23971.30	23979.30	23970.30	23978.90	23	0	180
2025.09.01	08:40:00	23979.30	23993.30	23978.30	23992.50	35	0	180
2025.09.01	08:45:00	23992.50	23993.90	23970.50	23973.50	51	0	180
2025.09.01	08:50:00	23973.50	23979.30	23964.90	23971.90	44	0	180
2025.09.01	08:55:00	23973.30	23982.30	23973.30	23976.50	42	0	180
2025.09.01	09:00:00	23973.50	23983.95	23960.95	23960.95	84	0	50
2025.09.01	09:05:00	23962.95	23979.95	23953.95	23962.95	87	0	50
2025.09.01	09:10:00	23962.95	23967.95	23958.95	23964.95	50	0	50
2025.09.01	09:15:00	23963.95	23963.95	23946.95	23949.95	83	0	50
2025.09.01	09:20:00	23949.95	23975.95	23949.95	23974.95	70	0	50
2025.09.01	09:25:00	23975.95	23984.95	23967.95	23984.95	87	0	50
2025.09.01	09:30:00	23986.95	23993.95	23980.95	23981.95	84	0	50
2025.09.01	09:35:00	23981.95	24008.95	23981.95	24007.95	84	0	50
2025.09.01	09:40:00	24009.95	24024.95	24003.95	24014.30	90	0	50
2025.09.01	09:45:00	24014.30	24019.95	24002.95	24003.95	83	0	50
2025.09.01	09:50:00	24003.95	24010.95	23981.95	23983.95	110	0	50
2025.09.01	09:55:00	23984.95	23984.95	23968.95	23979.95	128	0	50
2025.09.01	10:00:00	23985.95	24032.45	23978.65	24021.45	383	0	50
2025.09.01	10:05:00	24022.45	24023.45	23988.45	23998.45	259	0	50
2025.09.01	10:10:00	23998.45	24013.45	23989.45	23996.45	174	0	50
2025.09.01	10:15:00	23996.45	24021.45	23996.45	24014.45	191	0	50
2025.09.01	10:20:00	24014.45	24032.45	24000.45	24030.45	193	0	50
2025.09.01	10:25:00	24030.45	24053.95	24014.95	24053.95	202	0	50
2025.09.01	10:30:00	24053.95	24056.95	24037.95	24042.95	173	0	50
2025.09.01	10:35:00	24042.95	24052.95	24033.95	24046.95	151	0	50
2025.09.01	10:40:00	24046.95	24046.95	24029.75	24035.75	130	0	50
2025.09.01	10:45:00	24035.75	24038.75	24021.75	24021.75	156	0	50
2025.09.01	10:50:00	24022.75	24025.75	24013.75	24021.75	124	0	50
2025.09.01	10:55:00	24015.75	24022.75	24006.75	24020.75	107	0	50
2025.09.01	11:00:00	24020.75	24039.75	24017.75	24037.75	142	0	50
2025.09.01	11:05:00	24037.75	24042.75	24019.75	24041.75	150	0	50
2025.09.01	11:10:00	24041.75	24052.75	24019.75	24026.75	141	0	50
2025.09.01	11:15:00	24026.75	24037.75	24005.75	24010.75	156	0	50
2025.09.01	11:20:00	24010.75	24049.75	24009.75	24049.75	156	0	50
2025.09.01	11:25:00	24049.75	24052.75	24036.75	24048.75	120	0	50
2025.09.01	11:30:00	24048.75	24055.75	24036.75	24039.75	135	0	50
2025.09.01	11:35:00	24039.75	24046.75	24030.75	24041.75	118	0	50
2025.09.01	11:40:00	24041.75	24062.75	24038.75	24052.75	124	0	50
2025.09.01	11:45:00	24052.75	24056.75	24040.75	24041.75	124	0	50
2025.09.01	11:50:00	24041.75	24044.75	24031.75	24036.75	108	0	50
2025.09.01	11:55:00	24036.75	24046.75	24034.75	24041.75	74	0	50
2025.09.01	12:00:00	24041.75	24041.75	24018.75	24020.75	100	0	50
2025.09.01	12:05:00	24020.75	24021.75	24011.95	24021.75	104	0	50
2025.09.01	12:10:00	24022.75	24023.75	24010.75	24013.75	83	0	50
2025.09.01	12:15:00	24013.75	24014.75	24001.75	24006.75	100	0	50
2025.09.01	12:20:00	24007.75	24011.75	23995.75	24000.75	104	0	50
2025.09.01	12:25:00	24001.75	24003.75	23993.75	24002.75	74	0	50
2025.09.01	12:30:00	24002.75	24011.75	23993.75	23994.75	82	0	50
2025.09.01	12:35:00	23994.75	24003.75	23988.75	23994.75	91	0	50
2025.09.01	12:40:00	23994.75	23994.75	23982.75	23987.75	80	0	50
2025.09.01	12:45:00	23987.75	23991.75	23984.75	23990.75	56	0	50
2025.09.01	12:50:00	23990.75	24004.75	23989.75	23991.75	104	0	50
2025.09.01	12:55:00	23991.75	24009.75	23989.75	24008.75	82	0	50
2025.09.01	13:00:00	24009.75	24012.75	23995.75	24006.75	94	0	50
2025.09.01	13:05:00	24005.75	24013.75	24003.75	24010.75	82	0	50
2025.09.01	13:10:00	24010.75	24021.75	24006.75	24014.75	84	0	50
2025.09.01	13:15:00	24014.75	24014.75	23999.75	24000.75	80	0	50
2025.09.01	13:20:00	24000.75	24007.75	23997.75	24007.75	66	0	50
2025.09.01	13:25:00	24006.75	24007.75	23993.75	23999.75	64	0	50
2025.09.01	13:30:00	23999.75	24000.75	23991.75	24000.75	71	0	50
2025.09.01	13:35:00	23999.75	24002.75	23990.75	23994.75	57	0	50
2025.09.01	13:40:00	23994.75	23998.75	23978.75	23986.75	96	0	50
2025.09.01	13:45:00	23986.75	23987.75	23974.75	23980.75	87	0	50
2025.09.01	13:50:00	23980.75	23988.75	23979.75	23987.75	80	0	50
2025.09.01	13:55:00	23988.75	24000.75	23985.75	24000.75	68	0	50
2025.09.01	14:00:00	24000.75	24012.75	23995.75	24009.75	100	0	50
2025.09.01	14:05:00	24008.75	24013.75	24003.75	24012.75	64	0	50
2025.09.01	14:10:00	24012.75	24012.75	24006.75	24006.75	58	0	50
2025.09.01	14:15:00	24004.75	24012.75	24002.75	24005.75	67	0	50
2025.09.01	14:20:00	24005.75	24011.75	23995.75	23998.75	66	0	50
2025.09.01	14:25:00	23997.75	24008.75	23997.75	24003.75	72	0	50
2025.09.01	14:30:00	24002.75	24009.75	23990.75	24008.75	88	0	50
2025.09.01	14:35:00	24009.75	24009.75	23997.75	24007.75	68	0	50
2025.09.01	14:40:00	24007.75	24023.75	24006.75	24021.75	67	0	50
2025.09.01	14:45:00	24021.75	24023.75	23999.75	24003.75	84	0	50
2025.09.01	14:50:00	24002.75	24009.75	23998.75	24007.75	74	0	50
2025.09.01	14:55:00	24007.75	24013.75	24005.75	24009.75	64	0	50
2025.09.01	15:00:00	24009.75	24014.75	24004.75	24012.75	78	0	50
2025.09.01	15:05:00	24012.75	24016.25	24006.25	24009.25	59	0	50
2025.09.01	15:10:00	24008.25	24010.25	23993.25	23998.25	77	0	50
2025.09.01	15:15:00	23997.25	24010.25	23997.25	24006.25	85	0	50
2025.09.01	15:20:00	24005.25	24015.25	24002.25	24002.25	83	0	50
2025.09.01	15:25:00	24002.25	24011.25	24000.25	24007.25	55	0	50
2025.09.01	15:30:00	24007.25	24019.75	24006.25	24018.75	86	0	50
2025.09.01	15:35:00	24019.75	24022.75	24009.75	24018.75	102	0	50
2025.09.01	15:40:00	24018.75	24025.75	24018.75	24022.75	51	0	50
2025.09.01	15:45:00	24020.75	24023.75	24012.75	24020.75	61	0	50
2025.09.01	15:50:00	24022.75	24022.75	24008.75	24013.75	55	0	50
2025.09.01	15:55:00	24013.75	24021.75	24010.75	24021.75	53	0	50
2025.09.01	16:00:00	24021.75	24031.75	24019.75	24021.75	63	0	50
2025.09.01	16:05:00	24021.75	24029.75	24015.75	24016.75	69	0	50
2025.09.01	16:10:00	24016.75	24023.75	24014.75	24020.75	47	0	50
2025.09.01	16:15:00	24020.75	24020.75	24006.75	24006.75	71	0	50
2025.09.01	16:20:00	24006.75	24014.75	24005.75	24012.75	54	0	50
2025.09.01	16:25:00	24012.75	24016.75	24004.75	24005.75	76	0	50
2025.09.01	16:30:00	24005.75	24006.75	23984.75	24000.75	149	0	50
2025.09.01	16:35:00	24000.75	24011.25	23995.75	24009.25	88	0	50
2025.09.01	16:40:00	24009.25	24016.75	24007.25	24013.75	97	0	50
2025.09.01	16:45:00	24012.75	24025.75	24008.75	24023.75	82	0	50
2025.09.01	16:50:00	24023.75	24026.75	24016.75	24018.75	56	0	50
2025.09.01	16:55:00	24018.75	24019.75	24011.75	24014.75	78	0	50
2025.09.01	17:00:00	24014.75	24023.75	24012.75	24021.75	71	0	50
2025.09.01	17:05:00	24019.75	24027.75	24017.75	24024.75	93	0	50
2025.09.01	17:10:00	24024.75	24024.75	24009.75	24012.75	80	0	50
2025.09.01	17:15:00	24012.75	24018.75	24011.75	24014.75	70	0	50
2025.09.01	17:20:00	24014.75	24016.75	24006.75	24009.75	55	0	50
2025.09.01	17:25:00	24010.75	24021.75	24010.75	24013.75	58	0	50
2025.09.01	17:30:00	24012.75	24016.75	24000.75	24003.75	62	0	50
2025.09.01	17:35:00	24003.75	24005.75	23995.75	24002.75	72	0	50
2025.09.01	17:40:00	24002.75	24002.75	23990.75	24000.75	84	0	50
2025.09.01	17:45:00	24000.75	24006.75	23995.75	24002.75	77	0	50
2025.09.01	17:50:00	24001.75	24015.75	23999.75	24011.75	79	0	50
2025.09.01	17:55:00	24011.75	24015.75	24004.75	24007.75	66	0	50
2025.09.01	18:00:00	24007.75	24015.75	24006.75	24009.75	69	0	50
2025.09.01	18:05:00	24008.75	24013.75	23999.75	24000.75	74	0	50
2025.09.01	18:10:00	24000.75	24016.75	24000.75	24015.75	62	0	50
2025.09.01	18:15:00	24015.75	24025.75	24015.75	24023.75	65	0	50
2025.09.01	18:20:00	24023.75	24024.75	24016.75	24020.75	63	0	50
2025.09.01	18:25:00	24020.75	24034.75	24018.75	24033.75	98	0	50
2025.09.01	18:30:00	24033.75	24047.25	24033.75	24042.25	184	0	50
2025.09.01	18:35:00	24041.25	24048.75	24038.25	24045.75	78	0	50
2025.09.01	18:40:00	24044.75	24047.75	24040.75	24041.75	47	0	50
2025.09.01	18:45:00	24041.75	24044.75	24034.75	24037.75	37	0	50
2025.09.01	18:50:00	24037.75	24040.75	24033.75	24033.75	39	0	50
2025.09.01	18:55:00	24033.75	24035.75	24026.75	24029.75	25	0	50
2025.09.01	19:00:00	24028.75	24030.75	24024.95	24028.75	28	0	50
2025.09.01	19:05:00	24029.75	24030.75	24027.75	24027.75	13	0	50
2025.09.01	19:10:00	24027.75	24036.75	24026.75	24035.75	38	0	50
2025.09.01	19:15:00	24035.75	24039.55	24033.75	24035.75	22	0	50
2025.09.01	19:20:00	24035.75	24039.75	24033.75	24039.75	16	0	50
2025.09.01	19:25:00	24039.75	24044.75	24036.75	24037.75	21	0	50
2025.09.01	19:30:00	24037.75	24041.75	24037.75	24038.75	43	0	50
2025.09.01	19:35:00	24038.75	24043.75	24036.75	24043.75	14	0	50
2025.09.01	19:40:00	24043.75	24045.75	24039.75	24039.75	25	0	50
2025.09.01	19:45:00	24039.75	24046.75	24037.75	24044.75	25	0	50
2025.09.01	19:50:00	24042.75	24042.75	24035.75	24035.75	21	0	50
2025.09.01	19:55:00	24035.75	24037.55	24033.75	24035.75	26	0	50
2025.09.01	20:00:00	24033.75	24034.75	24026.95	24031.75	22	0	50
2025.09.01	20:05:00	24031.75	24032.75	24031.75	24031.75	7	0	50
2025.09.01	20:10:00	24031.75	24032.75	24028.75	24028.75	9	0	50
2025.09.01	20:15:00	24028.75	24031.75	24028.75	24030.75	8	0	50
2025.09.01	20:20:00	24030.75	24030.75	24026.95	24027.75	13	0	50
2025.09.01	20:25:00	24027.75	24028.75	24027.75	24027.75	6	0	50
2025.09.01	20:30:00	24027.75	24030.75	24027.75	24030.75	8	0	50
2025.09.01	20:35:00	24030.75	24031.75	24030.75	24031.75	9	0	50
2025.09.01	20:40:00	24031.75	24041.75	24030.75	24040.75	21	0	50
2025.09.01	20:45:00	24040.75	24042.75	24039.75	24040.75	12	0	50
2025.09.01	20:50:00	24040.75	24041.75	24037.75	24038.75	16	0	50
2025.09.01	20:55:00	24038.75	24040.75	24038.75	24038.75	7	0	50
2025.09.01	21:00:00	24038.75	24041.75	24038.75	24039.75	8	0	50
2025.09.01	21:05:00	24039.75	24039.75	24037.75	24037.75	5	0	50
2025.09.01	21:10:00	24037.75	24038.75	24037.75	24038.75	5	0	50
2025.09.01	21:15:00	24038.75	24039.75	24037.75	24037.75	7	0	50
2025.09.01	21:20:00	24037.75	24038.75	24037.75	24037.75	7	0	50
2025.09.01	21:25:00	24037.75	24037.75	24036.75	24037.75	7	0	50
2025.09.01	21:30:00	24037.75	24037.75	24035.75	24036.75	8	0	50
2025.09.01	21:35:00	24036.75	24036.75	24034.75	24034.75	6	0	50
2025.09.01	21:40:00	24034.75	24034.75	24033.75	24034.75	13	0	50
2025.09.01	21:45:00	24034.75	24036.75	24034.75	24036.75	7	0	50
2025.09.01	21:50:00	24036.75	24036.75	24035.75	24035.75	7	0	50
2025.09.01	21:55:00	24036.75	24038.75	24036.75	24038.75	9	0	50
2025.09.01	22:00:00	24039.75	24044.75	24039.75	24040.75	13	0	50
2025.09.01	22:05:00	24040.75	24040.75	24037.75	24037.75	7	0	50
2025.09.01	22:10:00	24038.75	24038.75	24034.75	24035.75	12	0	50
2025.09.01	22:15:00	24035.75	24037.75	24034.75	24034.75	16	0	50
2025.09.01	22:20:00	24033.75	24034.75	24030.75	24031.75	13	0	50
2025.09.01	22:25:00	24031.75	24031.75	24029.75	24031.75	11	0	50
2025.09.01	22:30:00	24033.75	24040.75	24033.75	24040.75	12	0	50
2025.09.01	22:35:00	24042.75	24042.75	24036.75	24036.75	9	0	50
2025.09.01	22:40:00	24037.75	24042.75	24036.75	24042.75	12	0	50
2025.09.01	22:45:00	24043.75	24046.75	24038.75	24043.75	27	0	50
2025.09.01	22:50:00	24044.75	24046.75	24043.75	24046.75	15	0	50
2025.09.01	22:55:00	24046.75	24055.75	24044.75	24053.00	52	0	50
2025.09.02	03:15:00	24009.45	24045.45	24009.45	24035.45	107	0	180
2025.09.02	03:20:00	24036.45	24043.45	24031.65	24037.45	52	0	180
2025.09.02	03:25:00	24036.45	24044.45	24033.65	24042.45	38	0	180
2025.09.02	03:30:00	24044.05	24057.45	24044.05	24056.45	44	0	180
2025.09.02	03:35:00	24057.45	24062.45	24056.45	24058.45	39	0	180
2025.09.02	03:40:00	24063.45	24082.05	24063.45	24077.45	45	0	180
2025.09.02	03:45:00	24077.45	24092.95	24077.45	24092.45	33	0	180
2025.09.02	03:50:00	24094.05	24095.45	24090.05	24090.45	34	0	180
2025.09.02	03:55:00	24092.65	24094.45	24092.65	24093.45	26	0	180
2025.09.02	04:00:00	24092.45	24098.45	24085.65	24089.65	57	0	180
2025.09.02	04:05:00	24090.05	24096.05	24087.65	24094.45	32	0	180
2025.09.02	04:10:00	24096.05	24097.45	24092.45	24094.45	19	0	180
2025.09.02	04:15:00	24093.05	24097.45	24092.05	24096.05	38	0	180
2025.09.02	04:20:00	24097.05	24101.05	24097.05	24100.65	23	0	180
2025.09.02	04:25:00	24100.65	24102.45	24098.45	24099.05	29	0	180
2025.09.02	04:30:00	24099.45	24106.45	24093.05	24105.45	59	0	180
2025.09.02	04:35:00	24105.45	24108.45	24103.05	24103.45	30	0	180
2025.09.02	04:40:00	24105.45	24106.45	24102.45	24102.45	27	0	180
2025.09.02	04:45:00	24103.45	24107.45	24103.05	24107.45	20	0	180
2025.09.02	04:50:00	24106.45	24107.45	24099.45	24099.45	39	0	180
2025.09.02	04:55:00	24099.05	24102.45	24090.45	24092.05	53	0	180
2025.09.02	05:00:00	24093.45	24096.45	24086.45	24095.45	93	0	180
2025.09.02	05:05:00	24096.45	24100.45	24095.45	24096.45	37	0	180
2025.09.02	05:10:00	24096.45	24098.45	24093.05	24093.45	46	0	180
2025.09.02	05:15:00	24092.45	24093.45	24080.05	24081.45	45	0	180
2025.09.02	05:20:00	24082.45	24083.45	24080.45	24081.45	37	0	180
2025.09.02	05:25:00	24082.45	24083.45	24080.05	24080.45	23	0	180
2025.09.02	05:30:00	24079.45	24079.45	24064.45	24066.45	58	0	180
2025.09.02	05:35:00	24065.45	24065.45	24057.05	24057.45	32	0	180
2025.09.02	05:40:00	24056.45	24056.45	24044.45	24048.45	47	0	180
2025.09.02	05:45:00	24047.45	24048.45	24044.05	24045.45	21	0	180
2025.09.02	05:50:00	24043.45	24053.05	24043.45	24052.05	21	0	180
2025.09.02	05:55:00	24052.05	24052.45	24045.05	24046.45	25	0	180
2025.09.02	06:00:00	24047.45	24048.45	24021.05	24021.05	37	0	180
2025.09.02	06:05:00	24017.45	24017.45	23995.45	24008.05	64	0	180
2025.09.02	06:10:00	24009.05	24016.45	23996.45	24010.65	50	0	180
2025.09.02	06:15:00	24009.65	24015.45	24008.65	24012.05	40	0	180
2025.09.02	06:20:00	24013.05	24017.45	24004.45	24014.05	42	0	180
2025.09.02	06:25:00	24013.65	24016.45	24013.45	24013.45	19	0	180
2025.09.02	06:30:00	24012.45	24013.45	24008.45	24009.65	28	0	180
2025.09.02	06:35:00	24008.65	24012.45	24008.05	24009.65	32	0	180
2025.09.02	06:40:00	24011.05	24023.45	24011.05	24023.45	29	0	180
2025.09.02	06:45:00	24022.45	24034.05	24022.45	24033.45	26	0	180
2025.09.02	06:50:00	24033.45	24035.45	24029.05	24035.05	21	0	180
2025.09.02	06:55:00	24035.45	24040.45	24030.45	24034.45	42	0	180
2025.09.02	07:00:00	24036.05	24037.45	24025.05	24030.65	38	0	180
2025.09.02	07:05:00	24030.65	24035.45	24020.45	24020.45	43	0	180
2025.09.02	07:10:00	24023.45	24029.45	24023.45	24026.45	17	0	180
2025.09.02	07:15:00	24026.05	24027.45	24023.65	24027.05	14	0	180
2025.09.02	07:20:00	24026.05	24027.05	24022.65	24023.65	17	0	180
2025.09.02	07:25:00	24024.05	24035.45	24022.45	24032.45	41	0	180
2025.09.02	07:30:00	24031.45	24031.45	24019.45	24019.45	42	0	180
2025.09.02	07:35:00	24020.45	24020.45	24008.45	24011.45	37	0	180
2025.09.02	07:40:00	24012.45	24017.45	24011.45	24016.45	30	0	180
2025.09.02	07:45:00	24017.45	24022.45	24016.45	24022.45	30	0	180
2025.09.02	07:50:00	24020.45	24021.45	24011.45	24021.45	58	0	180
2025.09.02	07:55:00	24022.45	24024.45	24016.45	24018.05	32	0	180
2025.09.02	08:00:00	24015.65	24017.05	24000.65	24004.05	57	0	180
2025.09.02	08:05:00	24003.05	24005.95	23969.95	23973.45	84	0	180
2025.09.02	08:10:00	23972.45	23986.05	23964.45	23972.45	57	0	180
2025.09.02	08:15:00	23971.45	23971.45	23950.45	23956.45	61	0	180
2025.09.02	08:20:00	23955.45	23961.45	23952.45	23955.45	55	0	180
2025.09.02	08:25:00	23956.45	23978.45	23955.45	23977.45	48	0	180
2025.09.02	08:30:00	23978.45	23978.45	23935.45	23955.45	87	0	180
2025.09.02	08:35:00	23957.05	23957.05	23939.05	23952.45	49	0	180
2025.09.02	08:40:00	23951.45	23954.45	23941.05	23944.05	73	0	180
2025.09.02	08:45:00	23944.45	23955.45	23940.65	23955.45	48	0	180
2025.09.02	08:50:00	23954.45	23967.45	23940.45	23940.45	64	0	180
2025.09.02	08:55:00	23944.45	23953.45	23940.45	23941.45	47	0	180
2025.09.02	09:00:00	23941.05	23982.10	23925.95	23980.10	153	0	50
2025.09.02	09:05:00	23981.10	24004.10	23981.10	24000.10	100	0	50
2025.09.02	09:10:00	24001.10	24001.10	23977.10	23988.10	90	0	50
2025.09.02	09:15:00	23989.10	23991.10	23974.10	23979.10	62	0	50
2025.09.02	09:20:00	23980.10	23985.10	23970.10	23984.10	75	0	50
2025.09.02	09:25:00	23985.10	24000.10	23977.10	23977.10	73	0	50
2025.09.02	09:30:00	23978.10	23997.10	23976.10	23995.10	84	0	50
2025.09.02	09:35:00	23994.10	23996.10	23986.10	23990.10	50	0	50
2025.09.02	09:40:00	23990.10	23997.10	23987.10	23995.10	34	0	50
2025.09.02	09:45:00	23994.10	24000.10	23988.10	23993.10	66	0	50
2025.09.02	09:50:00	23994.10	23994.10	23983.10	23991.10	66	0	50
2025.09.02	09:55:00	23992.10	23995.10	23981.10	23992.10	99	0	50
2025.09.02	10:00:00	23990.10	24008.10	23976.10	23996.10	445	0	50
2025.09.02	10:05:00	23996.10	24001.45	23928.90	23929.90	330	0	50
2025.09.02	10:10:00	23928.90	23930.90	23837.10	23843.10	474	0	50
2025.09.02	10:15:00	23841.10	23874.10	23832.10	23865.10	433	0	50
2025.09.02	10:20:00	23864.10	23869.10	23838.10	23847.10	347	0	50
2025.09.02	10:25:00	23846.10	23882.10	23840.10	23871.10	330	0	50
2025.09.02	10:30:00	23871.10	23877.10	23845.10	23848.10	343	0	50
2025.09.02	10:35:00	23849.10	23852.10	23832.10	23835.10	309	0	50
2025.09.02	10:40:00	23836.10	23838.10	23788.10	23802.10	368	0	50
2025.09.02	10:45:00	23801.10	23820.10	23795.10	23800.10	315	0	50
2025.09.02	10:50:00	23801.10	23804.10	23775.10	23797.10	472	0	50
2025.09.02	10:55:00	23796.10	23819.10	23794.10	23794.10	347	0	50
2025.09.02	11:00:00	23794.10	23815.80	23781.80	23797.80	370	0	50
2025.09.02	11:05:00	23795.80	23814.10	23784.10	23788.10	295	0	50
2025.09.02	11:10:00	23787.10	23790.10	23757.10	23783.10	299	0	50
2025.09.02	11:15:00	23782.10	23817.60	23779.10	23814.60	271	0	50
2025.09.02	11:20:00	23815.60	23838.60	23810.60	23818.60	248	0	50
2025.09.02	11:25:00	23817.60	23821.60	23804.60	23804.60	231	0	50
2025.09.02	11:30:00	23805.60	23805.60	23780.60	23791.60	194	0	50
2025.09.02	11:35:00	23790.60	23831.60	23786.60	23826.60	211	0	50
2025.09.02	11:40:00	23825.60	23844.60	23809.60	23812.60	184	0	50
2025.09.02	11:45:00	23812.60	23822.60	23812.60	23812.60	166	0	50
2025.09.02	11:50:00	23812.60	23819.60	23787.60	23810.10	177	0	50
2025.09.02	11:55:00	23811.10	23811.10	23787.10	23797.10	123	0	50
2025.09.02	12:00:00	23798.10	23799.10	23782.10	23784.10	167	0	50
2025.09.02	12:05:00	23783.10	23783.10	23764.10	23767.10	176	0	50
2025.09.02	12:10:00	23768.10	23781.10	23761.10	23763.10	169	0	50
2025.09.02	12:15:00	23763.10	23780.10	23755.10	23775.10	160	0	50
2025.09.02	12:20:00	23775.10	23781.10	23758.10	23762.10	176	0	50
2025.09.02	12:25:00	23764.10	23777.10	23759.10	23768.10	124	0	50
2025.09.02	12:30:00	23767.10	23781.10	23761.10	23776.10	160	0	50
2025.09.02	12:35:00	23776.10	23791.10	23773.10	23784.10	150	0	50
2025.09.02	12:40:00	23784.10	23796.10	23775.10	23795.10	187	0	50
2025.09.02	12:45:00	23794.10	23797.10	23778.10	23787.10	129	0	50
2025.09.02	12:50:00	23787.10	23794.10	23766.10	23766.10	138	0	50
2025.09.02	12:55:00	23768.10	23786.10	23768.10	23778.10	143	0	50
2025.09.02	13:00:00	23777.10	23784.10	23768.10	23774.10	128	0	50
2025.09.02	13:05:00	23773.10	23775.10	23763.10	23773.10	146	0	50
2025.09.02	13:10:00	23773.10	23787.10	23758.10	23761.10	131	0	50
2025.09.02	13:15:00	23762.10	23763.10	23729.10	23737.10	164	0	50
2025.09.02	13:20:00	23736.10	23753.10	23734.10	23745.10	179	0	50
2025.09.02	13:25:00	23746.10	23751.10	23717.10	23720.10	179	0	50
2025.09.02	13:30:00	23719.10	23723.10	23710.10	23712.10	196	0	50
2025.09.02	13:35:00	23713.10	23719.10	23701.10	23715.10	175	0	50
2025.09.02	13:40:00	23714.10	23715.10	23693.10	23705.10	228	0	50
2025.09.02	13:45:00	23704.10	23709.10	23689.10	23689.10	147	0	50
2025.09.02	13:50:00	23690.10	23694.10	23670.10	23686.10	190	0	50
2025.09.02	13:55:00	23686.10	23707.10	23680.10	23705.10	183	0	50
2025.09.02	14:00:00	23704.10	23707.10	23678.10	23678.10	218	0	50
2025.09.02	14:05:00	23679.10	23688.10	23667.10	23681.10	140	0	50
2025.09.02	14:10:00	23681.10	23691.10	23676.10	23690.10	125	0	50
2025.09.02	14:15:00	23689.10	23700.10	23678.10	23678.10	170	0	50
2025.09.02	14:20:00	23677.10	23692.10	23677.10	23689.10	144	0	50
2025.09.02	14:25:00	23691.10	23696.10	23683.10	23690.10	117	0	50
2025.09.02	14:30:00	23689.10	23706.10	23682.10	23695.10	147	0	50
2025.09.02	14:35:00	23694.10	23719.10	23692.10	23699.10	168	0	50
2025.09.02	14:40:00	23700.10	23715.10	23698.10	23698.10	144	0	50
2025.09.02	14:45:00	23697.10	23701.10	23669.10	23674.10	148	0	50
2025.09.02	14:50:00	23674.10	23689.10	23672.10	23680.10	151	0	50
2025.09.02	14:55:00	23679.10	23689.10	23677.10	23682.10	149	0	50
2025.09.02	15:00:00	23683.10	23692.10	23666.30	23668.10	261	0	50
2025.09.02	15:05:00	23669.10	23675.10	23634.10	23650.10	243	0	50
2025.09.02	15:10:00	23651.10	23662.10	23637.10	23640.10	260	0	50
2025.09.02	15:15:00	23639.10	23645.10	23619.10	23626.10	211	0	50
2025.09.02	15:20:00	23624.10	23630.10	23603.10	23606.10	202	0	50
2025.09.02	15:25:00	23605.10	23617.10	23595.10	23599.10	203	0	50
2025.09.02	15:30:00	23598.10	23612.10	23591.10	23606.10	225	0	50
2025.09.02	15:35:00	23606.10	23615.10	23577.10	23577.10	252	0	50
2025.09.02	15:40:00	23575.10	23582.10	23558.05	23581.10	280	0	50
2025.09.02	15:45:00	23582.10	23590.10	23563.10	23572.10	201	0	50
2025.09.02	15:50:00	23574.10	23609.10	23548.10	23563.10	251	0	50
2025.09.02	15:55:00	23564.05	23581.10	23551.10	23573.10	473	0	50
2025.09.02	16:00:00	23579.10	23579.10	23557.10	23572.10	287	0	50
2025.09.02	16:05:00	23573.10	23596.10	23562.10	23566.10	299	0	50
2025.09.02	16:10:00	23567.10	23587.10	23556.10	23564.10	210	0	50
2025.09.02	16:15:00	23564.10	23583.10	23558.10	23569.10	190	0	50
2025.09.02	16:20:00	23570.10	23578.10	23560.10	23572.10	164	0	50
2025.09.02	16:25:00	23571.10	23590.10	23571.10	23589.10	249	0	50
2025.09.02	16:30:00	23590.10	23600.10	23560.10	23595.10	597	0	50
2025.09.02	16:35:00	23597.10	23628.10	23596.10	23616.10	529	0	50
2025.09.02	16:40:00	23615.10	23642.10	23614.10	23635.10	403	0	50
2025.09.02	16:45:00	23634.10	23662.10	23631.10	23657.10	444	0	50
2025.09.02	16:50:00	23657.10	23675.10	23642.10	23654.10	354	0	50
2025.09.02	16:55:00	23655.10	23660.10	23641.10	23656.85	277	0	50
2025.09.02	17:00:00	23656.85	23675.10	23656.10	23661.10	447	0	50
2025.09.02	17:05:00	23662.10	23662.10	23637.10	23639.10	355	0	50
